trial,start_time,rt,correct,hint,fact_id,question,answer,easy_or_hard,alpha,cond,block
29,266268.0,2332.0,True,False,16,pieni,small,easy,0.3,No Hint,1
30,273877.0,4703.0,True,False,36,runoilija,poet,hard,0.47265625,No Hint,1
31,282851.0,4248.0,True,False,16,pieni,small,easy,0.3,No Hint,1
32,292902.0,1813.0,True,False,45,seitsemän,seven,hard,0.250390625,No Hint,1
33,297913.0,1834.0,True,False,4,vuosi,year,easy,0.4488281249999999,No Hint,1
34,302540.0,inf,True,False,36,runoilija,poet,hard,0.49726562500000004,No Hint,1
35,312704.0,3314.0,True,False,43,suuttunut,angry,hard,0.3,No Hint,1
36,320991.0,4049.0,False,False,40,sateinen,rainy,hard,0.398828125,No Hint,1
37,328187.0,4801.0,False,False,43,suuttunut,angry,hard,0.3,No Hint,1
38,334439.0,inf,True,False,36,runoilija,poet,hard,0.5468750000000001,No Hint,1
39,343145.0,1842.0,True,False,2,pää,head,easy,0.37421875000000004,No Hint,1
40,347984.0,1987.0,True,False,36,runoilija,poet,hard,0.5464843750000001,No Hint,1
41,352634.0,1976.0,True,False,16,pieni,small,easy,0.250390625,No Hint,1
42,357668.0,3563.0,True,False,4,vuosi,year,easy,0.49843749999999987,No Hint,1
43,364267.0,4499.0,True,False,40,sateinen,rainy,hard,0.4234375,No Hint,1
44,373502.0,7781.0,True,False,36,runoilija,poet,hard,0.5835937500000002,No Hint,1
45,386473.0,2567.0,True,False,4,vuosi,year,easy,0.4980468749999999,No Hint,1
46,392081.0,3170.0,True,False,36,runoilija,poet,hard,0.5957031250000003,No Hint,1
47,397822.0,2539.0,True,False,43,suuttunut,angry,hard,0.297265625,No Hint,1
48,403954.0,7132.0,True,False,42,aurinkoinen,sunny,hard,0.3374999999999999,No Hint,1
49,414460.0,2993.0,True,False,36,runoilija,poet,hard,0.6390625000000004,No Hint,1
50,419971.0,2440.0,True,False,40,sateinen,rainy,hard,0.410546875,No Hint,1
51,425726.0,2694.0,True,False,36,runoilija,poet,hard,0.6535156250000005,No Hint,1
52,430987.0,2078.0,True,False,4,vuosi,year,easy,0.4976562499999999,No Hint,1
53,435738.0,2063.0,True,False,36,runoilija,poet,hard,0.6531250000000005,No Hint,1
54,440187.0,2152.0,True,False,20,paita,shirt,easy,0.3,No Hint,1
55,446666.0,3556.0,True,False,36,runoilija,poet,hard,0.6535156250000005,No Hint,1
56,454701.0,1677.0,True,False,20,paita,shirt,easy,0.3,No Hint,1
57,459628.0,4092.0,True,False,36,runoilija,poet,hard,0.6781250000000005,No Hint,1
58,466184.0,3166.0,True,False,2,pää,head,easy,0.374609375,No Hint,1
59,474803.0,2596.0,True,False,36,runoilija,poet,hard,0.7089843750000006,No Hint,1
60,479817.0,2238.0,True,False,42,aurinkoinen,sunny,hard,0.33710937499999993,No Hint,1
61,485098.0,2012.0,True,False,36,runoilija,poet,hard,0.7085937500000006,No Hint,1
62,489506.0,2047.0,True,False,4,vuosi,year,easy,0.44960937499999987,No Hint,1
63,496510.0,3426.0,True,False,36,runoilija,poet,hard,0.7582031250000006,No Hint,1
64,502379.0,2640.0,True,False,11,kaula,neck,easy,0.3,No Hint,1
65,509469.0,2143.0,True,False,36,runoilija,poet,hard,0.7109375000000006,No Hint,1
66,513935.0,2231.0,True,False,11,kaula,neck,easy,0.3,No Hint,1
67,521532.0,3022.0,True,False,36,runoilija,poet,hard,0.7113281250000005,No Hint,1
68,527287.0,2989.0,True,False,20,paita,shirt,easy,0.324609375,No Hint,1
69,533313.0,1344.0,True,False,36,runoilija,poet,hard,0.6960937500000005,No Hint,1
70,537032.0,inf,True,False,40,sateinen,rainy,hard,0.44218749999999996,No Hint,1
71,545609.0,2723.0,True,False,43,suuttunut,angry,hard,0.30937499999999996,No Hint,1
72,553547.0,1527.0,True,False,36,runoilija,poet,hard,0.6957031250000005,No Hint,1
73,557477.0,2917.0,True,False,1,käsi,hand,easy,0.3,No Hint,1
74,564545.0,2539.0,True,False,11,kaula,neck,easy,0.312109375,No Hint,1
75,570430.0,1454.0,True,False,1,käsi,hand,easy,0.3,No Hint,1
76,574616.0,1700.0,True,False,36,runoilija,poet,hard,0.6460937500000005,No Hint,1
77,578810.0,3434.0,True,False,40,sateinen,rainy,hard,0.47929687499999996,No Hint,1
78,587322.0,4529.0,True,False,30,vasikanliha,veal,hard,0.29999999999999993,No Hint,1
79,594691.0,1971.0,True,False,2,pää,head,easy,0.328125,No Hint,1
80,599555.0,3121.0,True,False,20,paita,shirt,easy,0.3375,No Hint,1
81,606511.0,2830.0,True,False,40,sateinen,rainy,hard,0.49609375,No Hint,1
82,613567.0,1914.0,True,False,42,aurinkoinen,sunny,hard,0.3062499999999999,No Hint,1
83,618532.0,1126.0,True,False,36,runoilija,poet,hard,0.5964843750000004,No Hint,1
84,622051.0,1788.0,True,False,1,käsi,hand,easy,0.250390625,No Hint,1
85,626863.0,2097.0,True,False,4,vuosi,year,easy,0.4492187499999999,No Hint,1
86,631830.0,2741.0,True,False,9,lumi,snow,easy,0.3,No Hint,1
87,638348.0,2160.0,True,False,40,sateinen,rainy,hard,0.483984375,No Hint,1
88,643960.0,1992.0,True,False,9,lumi,snow,easy,0.3,No Hint,1
89,651275.0,1881.0,True,False,45,seitsemän,seven,hard,0.20625,No Hint,1
90,656961.0,2547.0,True,False,11,kaula,neck,easy,0.3203125,No Hint,1

1,815396.0,2465.0,True,False,32,vesisade,rain,hard,0.3,Hint,2
2,821645.0,5790.0,False,False,32,vesisade,rain,hard,0.3,Hint,2
3,828891.0,2354.0,True,False,12,vaimo,wife,easy,0.3,Hint,2
4,835269.0,2983.0,False,False,12,vaimo,wife,easy,0.3,Hint,2
5,839703.0,12419.0,True,False,35,kantapää,heel,hard,0.3,Hint,2
6,854923.0,2057.0,True,False,3,ruma,ugly,easy,0.3,Hint,2
7,860529.0,10293.0,False,False,35,kantapää,heel,hard,0.3,Hint,2
8,873767.0,3018.0,False,False,3,ruma,ugly,easy,0.3,Hint,2
9,879998.0,8228.0,True,False,32,vesisade,rain,hard,0.349609375,Hint,2
10,891447.0,7058.0,False,False,12,vaimo,wife,easy,0.349609375,Hint,2
11,901152.0,2302.0,True,False,18,kolme,three,easy,0.3,Hint,2
12,907209.0,2810.0,True,False,39,väsynyt,tired,hard,0.3,Hint,2
13,913804.0,inf,True,False,18,kolme,three,easy,0.3,Hint,2
14,924447.0,4274.0,True,False,39,väsynyt,tired,hard,0.3,Hint,2
15,931737.0,5425.0,True,False,35,kantapää,heel,hard,0.349609375,Hint,2
16,939737.0,1961.0,True,False,32,vesisade,rain,hard,0.34921875,Hint,2
17,945827.0,6767.0,False,False,3,ruma,ugly,easy,0.349609375,Hint,2
18,954552.0,2920.0,True,True,3,ruma,ugly,easy,0.396875,Hint,2
19,962647.0,2868.0,False,False,12,vaimo,wife,easy,0.39921874999999996,Hint,2
20,968373.0,1514.0,True,False,18,kolme,three,easy,0.250390625,Hint,2
21,973474.0,4960.0,True,False,35,kantapää,heel,hard,0.39921874999999996,Hint,2
22,981441.0,1820.0,True,False,39,väsynyt,tired,hard,0.250390625,Hint,2
23,986289.0,2861.0,True,False,12,vaimo,wife,easy,0.426171875,Hint,2
24,992544.0,inf,False,False,3,ruma,ugly,easy,0.421484375,Hint,2
25,1002236.0,3526.0,True,False,17,vesi,water,easy,0.3,Hint,2
26,1008794.0,8517.0,True,False,35,kantapää,heel,hard,0.41289062499999996,Hint,2
27,1021587.0,4063.0,True,False,17,vesi,water,easy,0.3,Hint,2
28,1029107.0,2642.0,False,False,12,vaimo,wife,easy,0.42734375,Hint,2
29,1034746.0,3343.0,True,False,32,vesisade,rain,hard,0.398828125,Hint,2
30,1041007.0,4277.0,True,False,3,ruma,ugly,easy,0.43437500000000007,Hint,2
31,1049193.0,3207.0,True,False,29,sianliha,pork,hard,0.3,Hint,2
32,1057176.0,3196.0,True,False,35,kantapää,heel,hard,0.4624999999999999,Hint,2
33,1062999.0,2335.0,True,False,29,sianliha,pork,hard,0.3,Hint,2
34,1068294.0,3820.0,True,False,32,vesisade,rain,hard,0.40937500000000004,Hint,2
35,1075787.0,2023.0,True,False,17,vesi,water,easy,0.26289062500000004,Hint,2
36,1080913.0,2862.0,True,False,35,kantapää,heel,hard,0.46914062499999987,Hint,2
37,1086439.0,8787.0,False,False,12,vaimo,wife,easy,0.427734375,Hint,2
38,1098870.0,2454.0,True,False,3,ruma,ugly,easy,0.42851562500000007,Hint,2
39,1104534.0,2929.0,True,False,25,rauhoittaa,calm,hard,0.3,Hint,2
40,1111274.0,2744.0,True,False,46,kahdeksan,eight,hard,0.3,Hint,2
41,1118165.0,5097.0,False,False,25,rauhoittaa,calm,hard,0.3,Hint,2
42,1124603.0,2779.0,True,True,25,rauhoittaa,calm,hard,0.349609375,Hint,2
43,1131263.0,4317.0,True,False,46,kahdeksan,eight,hard,0.3,Hint,2
44,1139274.0,2263.0,True,False,35,kantapää,heel,hard,0.4687499999999999,Hint,2
45,1144086.0,inf,False,False,29,sianliha,pork,hard,0.349609375,Hint,2
46,1154761.0,1927.0,True,True,29,sianliha,pork,hard,0.38359374999999996,Hint,2
47,1159884.0,4012.0,True,False,32,vesisade,rain,hard,0.409765625,Hint,2
48,1166960.0,3992.0,True,False,12,vaimo,wife,easy,0.47734374999999996,Hint,2
49,1173850.0,5641.0,True,False,3,ruma,ugly,easy,0.478125,Hint,2
50,1182744.0,5874.0,True,False,25,rauhoittaa,calm,hard,0.39921874999999996,Hint,2
51,1191926.0,6229.0,True,False,12,vaimo,wife,easy,0.525390625,Hint,2
52,1201171.0,2085.0,True,False,35,kantapää,heel,hard,0.4683593749999999,Hint,2
53,1205716.0,2047.0,True,False,3,ruma,ugly,easy,0.47773437500000004,Hint,2
54,1212374.0,6391.0,True,False,12,vaimo,wife,easy,0.5281250000000001,Hint,2
55,1221534.0,1692.0,True,False,46,kahdeksan,eight,hard,0.250390625,Hint,2
56,1226269.0,4518.0,True,False,25,rauhoittaa,calm,hard,0.4488281249999999,Hint,2
57,1233849.0,11556.0,False,False,29,sianliha,pork,hard,0.38398437499999993,Hint,2
58,1246864.0,4985.0,True,False,12,vaimo,wife,easy,0.528515625,Hint,2
59,1254832.0,2605.0,True,False,25,rauhoittaa,calm,hard,0.4765624999999999,Hint,2
60,1260392.0,inf,False,False,3,ruma,ugly,easy,0.5148437500000002,Hint,2
61,1277359.0,2423.0,True,False,32,vesisade,rain,hard,0.40937500000000004,Hint,2
62,1286504.0,1609.0,True,False,35,kantapää,heel,hard,0.43046874999999996,Hint,2
63,1290654.0,2291.0,True,False,25,rauhoittaa,calm,hard,0.4644531249999999,Hint,2
64,1295858.0,2269.0,True,False,3,ruma,ugly,easy,0.47773437500000016,Hint,2
65,1301403.0,5256.0,True,False,12,vaimo,wife,easy,0.5781250000000001,Hint,2
66,1310506.0,4085.0,True,False,29,sianliha,pork,hard,0.4335937499999999,Hint,2
67,1317353.0,6530.0,True,False,12,vaimo,wife,easy,0.6152343750000001,Hint,2
68,1326869.0,1811.0,True,False,18,kolme,three,easy,0.20078125,Hint,2
69,1331853.0,4478.0,True,False,12,vaimo,wife,easy,0.6281250000000002,Hint,2
70,1340837.0,2023.0,True,False,25,rauhoittaa,calm,hard,0.4585937499999999,Hint,2
71,1345805.0,3635.0,True,False,12,vaimo,wife,easy,0.6285156250000001,Hint,2
72,1352121.0,1440.0,True,False,29,sianliha,pork,hard,0.4332031249999999,Hint,2
73,1356307.0,2139.0,True,False,12,vaimo,wife,easy,0.6781250000000002,Hint,2
74,1360901.0,2279.0,True,False,39,väsynyt,tired,hard,0.228125,Hint,2
75,1365988.0,2309.0,True,False,12,vaimo,wife,easy,0.6964843750000003,Hint,2
76,1372170.0,1876.0,True,False,32,vesisade,rain,hard,0.40898437500000007,Hint,2
77,1377100.0,1889.0,True,False,12,vaimo,wife,easy,0.6960937500000003,Hint,2
78,1381484.0,5062.0,True,False,3,ruma,ugly,easy,0.5156250000000001,Hint,2
79,1389690.0,2037.0,True,False,12,vaimo,wife,easy,0.6652343750000003,Hint,2
80,1394564.0,1620.0,True,False,17,vesi,water,easy,0.23750000000000004,Hint,2
81,1399516.0,2052.0,True,False,25,rauhoittaa,calm,hard,0.44257812499999993,Hint,2
82,1404752.0,3986.0,True,False,3,ruma,ugly,easy,0.5589843750000002,Hint,2
83,1411916.0,4208.0,True,False,12,vaimo,wife,easy,0.6656250000000002,Hint,2

